Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,PracticeSport,IsFirstChild,NrSiblings,WklyStudyHours,MathScore,ReadingScore,WritingScore,AverageScore,Passed
male,group D,high school,free/reduced,none,regularly,,1.0,5 - 10,71,71,68,70.0,1
male,group C,some college,standard,completed,sometimes,yes,3.0,5 - 10,89,84,86,86.33333333333333,1
female,group D,associate's degree,standard,none,sometimes,no,1.0,< 5,86,78,86,83.33333333333333,1
female,group C,associate's degree,free/reduced,completed,sometimes,yes,5.0,5 - 10,79,92,100,90.33333333333333,1
female,group A,some high school,free/reduced,completed,sometimes,yes,0.0,5 - 10,50,65,63,59.333333333333336,1
female,group C,some high school,free/reduced,,regularly,yes,1.0,> 10,55,56,57,56.0,1
male,group C,some college,free/reduced,completed,sometimes,yes,1.0,< 5,81,85,84,83.33333333333333,1
male,group A,high school,standard,none,sometimes,no,4.0,> 10,62,64,61,62.333333333333336,1
male,group D,high school,standard,completed,sometimes,no,,5 - 10,72,77,76,75.0,1
male,group B,high school,standard,completed,regularly,yes,5.0,5 - 10,86,86,84,85.33333333333333,1
male,group C,master's degree,standard,completed,sometimes,yes,2.0,5 - 10,94,91,97,94.0,1
female,group D,some high school,standard,,sometimes,no,5.0,5 - 10,79,87,86,84.0,1
male,group B,some high school,standard,completed,sometimes,yes,2.0,< 5,68,81,79,76.0,1
male,group C,some high school,standard,none,sometimes,no,3.0,5 - 10,86,85,81,84.0,1
male,group D,bachelor's degree,free/reduced,completed,regularly,no,2.0,5 - 10,78,89,88,85.0,1
female,group D,associate's degree,standard,none,never,no,2.0,> 10,90,96,97,94.33333333333333,1
male,group C,some college,free/reduced,completed,sometimes,no,4.0,< 5,62,70,68,66.66666666666667,1
female,group B,bachelor's degree,free/reduced,completed,regularly,yes,3.0,5 - 10,58,63,71,64.0,1
male,group B,bachelor's degree,free/reduced,none,regularly,yes,3.0,> 10,75,72,72,73.0,1
female,group C,some high school,standard,none,never,yes,1.0,> 10,60,63,55,59.333333333333336,1
male,group B,associate's degree,free/reduced,none,regularly,,,< 5,57,53,49,53.0,1
male,group C,some high school,free/reduced,none,sometimes,yes,3.0,> 10,61,66,61,62.666666666666664,1
male,group C,associate's degree,free/reduced,completed,sometimes,yes,3.0,5 - 10,85,77,80,80.66666666666667,1
female,group D,some college,free/reduced,none,sometimes,no,1.0,> 10,66,61,59,62.0,1
male,group C,master's degree,free/reduced,none,sometimes,yes,0.0,5 - 10,87,80,82,83.0,1
female,group D,master's degree,standard,none,regularly,yes,0.0,5 - 10,81,88,90,86.33333333333333,1
male,group C,high school,standard,completed,regularly,no,2.0,5 - 10,71,70,67,69.33333333333333,1
male,group D,associate's degree,standard,none,sometimes,no,5.0,5 - 10,70,65,57,64.0,1
female,group B,associate's degree,free/reduced,none,sometimes,yes,2.0,> 10,47,61,56,54.666666666666664,1
male,group E,some college,standard,none,sometimes,yes,0.0,,97,87,82,88.66666666666667,1
female,group D,some high school,standard,none,sometimes,yes,3.0,5 - 10,86,90,88,88.0,1
female,group B,high school,standard,none,sometimes,no,1.0,< 5,70,81,86,79.0,1
male,group A,some high school,free/reduced,none,regularly,no,1.0,5 - 10,58,48,46,50.666666666666664,1
male,group E,some high school,standard,completed,regularly,yes,2.0,5 - 10,80,66,66,70.66666666666667,1
male,group C,some college,free/reduced,completed,never,yes,2.0,< 5,77,83,78,79.33333333333333,1
female,group B,associate's degree,free/reduced,none,regularly,,1.0,> 10,59,66,71,65.33333333333333,1
female,group C,some high school,free/reduced,none,sometimes,yes,0.0,> 10,44,57,52,51.0,1
female,group C,,standard,completed,regularly,yes,1.0,5 - 10,77,83,82,80.66666666666667,1
male,group B,associate's degree,standard,completed,sometimes,yes,4.0,5 - 10,70,64,62,65.33333333333333,1
female,group A,high school,free/reduced,none,sometimes,no,3.0,< 5,67,84,80,77.0,1
male,,some college,free/reduced,none,sometimes,yes,3.0,5 - 10,71,71,69,70.33333333333333,1
male,group C,high school,free/reduced,none,sometimes,yes,0.0,< 5,54,59,52,55.0,1
male,group B,associate's degree,standard,completed,sometimes,yes,0.0,< 5,69,68,71,69.33333333333333,1
female,group E,high school,standard,completed,,no,1.0,5 - 10,74,77,71,74.0,1
female,group C,associate's degree,standard,completed,regularly,yes,4.0,> 10,79,91,92,87.33333333333333,1
female,group B,high school,standard,none,regularly,yes,2.0,,66,66,74,68.66666666666667,1
male,group D,some high school,free/reduced,none,sometimes,,3.0,< 5,47,43,38,42.666666666666664,0
male,group C,bachelor's degree,free/reduced,none,regularly,no,6.0,5 - 10,51,54,41,48.666666666666664,0
male,group B,some college,standard,none,sometimes,no,2.0,5 - 10,55,47,47,49.666666666666664,0
male,group E,some college,standard,none,sometimes,no,1.0,< 5,82,75,68,75.0,1
female,group C,some college,standard,completed,regularly,yes,3.0,5 - 10,67,66,79,70.66666666666667,1
female,group C,bachelor's degree,standard,none,sometimes,yes,2.0,5 - 10,57,67,66,63.333333333333336,1
male,group D,,free/reduced,completed,sometimes,no,4.0,5 - 10,46,45,45,45.333333333333336,0
male,group C,some high school,standard,none,sometimes,yes,1.0,5 - 10,48,47,45,46.666666666666664,0
female,group D,associate's degree,free/reduced,completed,regularly,yes,3.0,5 - 10,55,55,64,58.0,1
female,group D,some college,standard,none,never,no,1.0,< 5,80,91,89,86.66666666666667,1
female,group B,some college,standard,none,regularly,yes,2.0,5 - 10,67,73,75,71.66666666666667,1
female,group D,some high school,free/reduced,none,sometimes,no,5.0,5 - 10,69,66,70,68.33333333333333,1
male,group D,some college,standard,none,regularly,yes,0.0,5 - 10,57,55,53,55.0,1
female,group C,high school,free/reduced,completed,sometimes,no,1.0,< 5,64,71,70,68.33333333333333,1
female,group C,bachelor's degree,free/reduced,none,regularly,yes,0.0,5 - 10,80,89,90,86.33333333333333,1
male,group D,high school,standard,completed,regularly,no,3.0,5 - 10,70,59,61,63.333333333333336,1
female,group B,high school,standard,completed,sometimes,yes,3.0,< 5,50,72,65,62.333333333333336,1
male,group C,associate's degree,standard,,sometimes,yes,3.0,5 - 10,78,70,63,70.33333333333333,1
male,group D,associate's degree,free/reduced,none,regularly,yes,0.0,< 5,48,39,44,43.666666666666664,0
female,group B,bachelor's degree,standard,none,sometimes,yes,2.0,5 - 10,74,77,82,77.66666666666667,1
male,group D,some college,free/reduced,none,sometimes,no,1.0,< 5,42,40,44,42.0,0
male,group C,some high school,free/reduced,none,never,yes,3.0,< 5,42,33,35,36.666666666666664,0
female,,high school,standard,none,regularly,yes,2.0,5 - 10,80,81,83,81.33333333333333,1
female,group B,bachelor's degree,free/reduced,none,sometimes,,1.0,5 - 10,35,49,50,44.666666666666664,0
female,group B,some high school,standard,completed,sometimes,no,3.0,> 10,79,89,90,86.0,1
male,group D,some high school,standard,none,regularly,yes,5.0,5 - 10,60,57,49,55.333333333333336,1
female,group C,high school,free/reduced,none,sometimes,yes,3.0,< 5,41,45,42,42.666666666666664,0
female,group B,associate's degree,free/reduced,completed,regularly,,3.0,< 5,55,53,63,57.0,1
male,group B,some high school,standard,completed,sometimes,yes,5.0,5 - 10,76,76,72,74.66666666666667,1
male,group B,master's degree,standard,none,sometimes,yes,5.0,> 10,86,83,88,85.66666666666667,1
female,group E,high school,standard,,sometimes,no,1.0,> 10,67,64,61,64.0,1
female,group A,associate's degree,free/reduced,completed,sometimes,no,1.0,< 5,65,80,82,75.66666666666667,1
female,group E,some high school,standard,completed,sometimes,no,2.0,5 - 10,52,75,67,64.66666666666667,1
male,group C,some high school,standard,completed,regularly,yes,3.0,< 5,84,78,77,79.66666666666667,1
male,group D,high school,free/reduced,none,regularly,,0.0,5 - 10,66,63,63,64.0,1
male,group E,some college,free/reduced,completed,sometimes,yes,3.0,> 10,98,85,89,90.66666666666667,1
male,,some college,standard,completed,regularly,yes,3.0,5 - 10,84,70,71,75.0,1
female,group C,,standard,none,regularly,yes,2.0,5 - 10,85,95,89,89.66666666666667,1
female,group A,some high school,free/reduced,none,regularly,yes,2.0,5 - 10,37,58,59,51.333333333333336,1
male,group B,high school,free/reduced,,never,no,2.0,5 - 10,52,55,44,50.333333333333336,1
female,group E,associate's degree,standard,completed,never,no,3.0,5 - 10,72,72,72,72.0,1
female,,some high school,free/reduced,completed,sometimes,yes,1.0,5 - 10,65,67,75,69.0,1
female,,some high school,free/reduced,none,regularly,yes,1.0,5 - 10,64,79,70,71.0,1
male,group A,high school,free/reduced,none,sometimes,no,2.0,< 5,59,59,52,56.666666666666664,1
male,group E,associate's degree,free/reduced,none,regularly,yes,2.0,> 10,90,81,75,82.0,1
female,group E,some college,free/reduced,none,sometimes,yes,1.0,> 10,57,69,68,64.66666666666667,1
female,group C,high school,standard,none,regularly,yes,4.0,> 10,74,72,75,73.66666666666667,1
male,group B,master's degree,standard,none,sometimes,yes,3.0,< 5,67,60,66,64.33333333333333,1
male,group D,associate's degree,standard,,sometimes,no,2.0,5 - 10,84,67,72,74.33333333333333,1
male,group C,some college,free/reduced,none,regularly,no,3.0,< 5,58,56,51,55.0,1
female,,some college,standard,none,never,no,1.0,5 - 10,80,84,88,84.0,1
male,group D,bachelor's degree,standard,none,sometimes,yes,3.0,< 5,56,64,62,60.666666666666664,1
female,group B,high school,standard,,sometimes,yes,4.0,5 - 10,79,83,76,79.33333333333333,1
female,group C,some high school,standard,none,regularly,no,3.0,,76,70,73,73.0,1
female,group C,some college,free/reduced,none,regularly,yes,2.0,5 - 10,61,66,66,64.33333333333333,1
male,group C,some high school,standard,none,regularly,no,4.0,> 10,45,45,36,42.0,0
male,group C,some high school,standard,completed,sometimes,yes,,< 5,83,81,80,81.33333333333333,1
female,group D,some high school,free/reduced,,regularly,yes,4.0,5 - 10,49,54,54,52.333333333333336,1
male,group C,some college,standard,completed,never,yes,2.0,5 - 10,79,77,71,75.66666666666667,1
female,,some high school,standard,completed,sometimes,no,2.0,> 10,63,70,73,68.66666666666667,1
female,group D,some high school,standard,completed,sometimes,no,1.0,< 5,85,97,98,93.33333333333333,1
male,group A,,standard,completed,regularly,yes,3.0,5 - 10,97,96,96,96.33333333333333,1
male,group C,associate's degree,standard,none,regularly,yes,1.0,< 5,83,74,70,75.66666666666667,1
female,group D,some college,standard,completed,never,yes,3.0,5 - 10,83,98,97,92.66666666666667,1
female,group A,some high school,free/reduced,none,regularly,,1.0,> 10,42,53,48,47.666666666666664,0
female,group B,bachelor's degree,free/reduced,none,regularly,no,3.0,< 5,57,67,62,62.0,1
female,group C,high school,free/reduced,none,never,yes,1.0,< 5,71,81,81,77.66666666666667,1
male,group C,high school,standard,completed,regularly,yes,2.0,5 - 10,62,54,58,58.0,1
male,group C,associate's degree,standard,none,sometimes,yes,1.0,5 - 10,78,74,76,76.0,1
male,group D,some college,standard,completed,sometimes,no,2.0,> 10,100,100,98,99.33333333333333,1
male,group C,associate's degree,standard,none,regularly,yes,0.0,5 - 10,85,74,70,76.33333333333333,1
female,group C,some college,free/reduced,none,sometimes,yes,4.0,5 - 10,69,92,84,81.66666666666667,1
female,,some college,standard,none,sometimes,yes,1.0,5 - 10,74,78,75,75.66666666666667,1
female,group D,some high school,standard,none,regularly,no,2.0,5 - 10,65,78,84,75.66666666666667,1
male,group B,high school,standard,none,regularly,yes,2.0,5 - 10,73,73,70,72.0,1
female,group C,,free/reduced,none,never,yes,2.0,5 - 10,70,81,81,77.33333333333333,1
female,group D,some college,standard,none,sometimes,no,1.0,< 5,48,62,62,57.333333333333336,1
female,group C,some high school,standard,none,never,yes,4.0,5 - 10,70,84,83,79.0,1
male,group E,bachelor's degree,standard,completed,sometimes,no,1.0,< 5,90,69,72,77.0,1
female,group D,high school,free/reduced,none,never,yes,5.0,5 - 10,66,82,76,74.66666666666667,1
female,group A,some college,standard,completed,sometimes,yes,0.0,5 - 10,43,57,58,52.666666666666664,1
female,group C,associate's degree,standard,none,regularly,,4.0,> 10,83,87,86,85.33333333333333,1
female,group D,high school,free/reduced,,regularly,no,7.0,5 - 10,51,64,67,60.666666666666664,1
male,group D,associate's degree,standard,completed,sometimes,yes,1.0,5 - 10,76,78,85,79.66666666666667,1
male,group C,some high school,free/reduced,none,never,no,4.0,5 - 10,67,76,64,69.0,1
male,group C,some high school,standard,none,never,no,1.0,5 - 10,88,86,81,85.0,1
male,group C,associate's degree,free/reduced,none,regularly,yes,3.0,< 5,74,71,70,71.66666666666667,1
female,group C,some high school,standard,none,sometimes,no,3.0,5 - 10,66,73,70,69.66666666666667,1
female,group E,high school,standard,completed,regularly,yes,,5 - 10,94,100,100,98.0,1
male,group D,some college,free/reduced,none,sometimes,yes,1.0,5 - 10,54,48,44,48.666666666666664,0
male,group D,some college,free/reduced,completed,sometimes,no,3.0,< 5,76,71,73,73.33333333333333,1
female,group E,some high school,standard,none,regularly,yes,3.0,,92,91,90,91.0,1
male,group D,high school,standard,none,sometimes,no,5.0,5 - 10,60,57,54,57.0,1
female,group C,some high school,free/reduced,none,never,yes,4.0,> 10,52,70,65,62.333333333333336,1
male,group B,master's degree,standard,none,sometimes,yes,5.0,5 - 10,61,49,49,53.0,1
male,group D,high school,standard,none,sometimes,yes,5.0,> 10,61,57,56,58.0,1
female,group C,some high school,standard,none,regularly,no,,< 5,60,68,66,64.66666666666667,1
female,group D,high school,standard,none,sometimes,yes,2.0,5 - 10,43,45,49,45.666666666666664,0
female,group C,high school,standard,none,sometimes,yes,1.0,< 5,68,71,71,70.0,1
female,group C,some high school,standard,none,regularly,,2.0,> 10,66,62,69,65.66666666666667,1
male,group B,some high school,free/reduced,completed,never,yes,4.0,5 - 10,48,59,47,51.333333333333336,1
male,group A,associate's degree,standard,completed,regularly,yes,3.0,< 5,95,91,92,92.66666666666667,1
male,group A,bachelor's degree,standard,none,sometimes,yes,1.0,5 - 10,41,36,36,37.666666666666664,0
male,group B,high school,free/reduced,completed,sometimes,yes,1.0,5 - 10,47,51,48,48.666666666666664,0
female,group B,some college,free/reduced,none,never,no,2.0,> 10,52,58,55,55.0,1
female,group D,some college,free/reduced,none,never,yes,1.0,< 5,69,80,81,76.66666666666667,1
female,group B,some high school,standard,none,never,yes,1.0,< 5,49,54,55,52.666666666666664,1
male,group B,associate's degree,standard,,never,no,,> 10,56,51,51,52.666666666666664,1
male,group C,bachelor's degree,standard,none,regularly,yes,2.0,5 - 10,48,52,51,50.333333333333336,1
female,group D,some high school,standard,completed,regularly,yes,2.0,> 10,84,93,96,91.0,1
male,group D,some high school,standard,none,regularly,yes,2.0,< 5,75,66,67,69.33333333333333,1
female,group E,,free/reduced,none,,yes,2.0,> 10,71,76,74,73.66666666666667,1
male,group A,high school,free/reduced,,regularly,no,2.0,< 5,72,69,68,69.66666666666667,1
male,,associate's degree,standard,none,regularly,,1.0,< 5,79,87,81,82.33333333333333,1
male,group A,bachelor's degree,free/reduced,none,regularly,yes,4.0,5 - 10,69,64,65,66.0,1
female,group D,some college,free/reduced,none,sometimes,yes,3.0,5 - 10,79,85,86,83.33333333333333,1
male,group C,some college,free/reduced,none,sometimes,no,3.0,,73,71,72,72.0,1
male,,associate's degree,standard,completed,sometimes,no,2.0,< 5,69,65,64,66.0,1
male,group D,associate's degree,free/reduced,none,never,yes,3.0,5 - 10,56,55,48,53.0,1
male,group D,associate's degree,free/reduced,completed,sometimes,yes,0.0,5 - 10,83,85,84,84.0,1
female,group C,high school,standard,none,sometimes,yes,5.0,> 10,46,54,52,50.666666666666664,1
female,group D,associate's degree,standard,none,sometimes,yes,2.0,> 10,88,86,84,86.0,1
female,group C,master's degree,standard,none,never,yes,2.0,< 5,78,86,85,83.0,1
female,group D,high school,free/reduced,completed,sometimes,no,5.0,5 - 10,50,57,62,56.333333333333336,1
female,group C,some high school,free/reduced,none,sometimes,no,2.0,5 - 10,42,51,50,47.666666666666664,0
male,group A,some high school,free/reduced,none,regularly,no,1.0,> 10,45,45,43,44.333333333333336,0
female,group D,,free/reduced,none,regularly,yes,1.0,5 - 10,57,70,72,66.33333333333333,1
male,group B,bachelor's degree,free/reduced,none,never,yes,0.0,< 5,63,66,62,63.666666666666664,1
male,group C,high school,free/reduced,completed,sometimes,yes,4.0,< 5,73,69,68,70.0,1
female,group C,some high school,free/reduced,completed,sometimes,yes,4.0,5 - 10,65,75,73,71.0,1
male,group D,some college,standard,none,sometimes,no,1.0,< 5,63,59,58,60.0,1
male,group B,high school,standard,none,never,no,3.0,,40,36,38,38.0,0
male,group C,associate's degree,standard,none,sometimes,no,1.0,5 - 10,70,62,63,65.0,1
female,group E,master's degree,standard,none,sometimes,yes,2.0,< 5,70,71,73,71.33333333333333,1
male,group D,associate's degree,standard,none,sometimes,yes,3.0,5 - 10,57,57,52,55.333333333333336,1
male,group E,associate's degree,free/reduced,none,regularly,no,1.0,> 10,68,58,60,62.0,1
female,group D,some college,standard,completed,sometimes,no,1.0,5 - 10,81,86,89,85.33333333333333,1
female,group C,some high school,standard,completed,regularly,yes,2.0,> 10,78,93,99,90.0,1
female,group A,high school,free/reduced,none,never,no,2.0,5 - 10,45,49,51,48.333333333333336,0
female,group A,associate's degree,standard,none,sometimes,no,6.0,5 - 10,87,96,91,91.33333333333333,1
male,group C,high school,free/reduced,completed,regularly,yes,0.0,5 - 10,71,70,65,68.66666666666667,1
female,group C,some high school,standard,none,regularly,yes,3.0,5 - 10,58,68,68,64.66666666666667,1
female,group D,bachelor's degree,standard,completed,regularly,no,3.0,5 - 10,83,86,97,88.66666666666667,1
male,group B,some college,standard,completed,sometimes,yes,2.0,< 5,74,71,70,71.66666666666667,1
female,group E,,standard,none,regularly,yes,0.0,< 5,99,92,99,96.66666666666667,1
male,group C,bachelor's degree,free/reduced,none,sometimes,,1.0,< 5,44,38,36,39.333333333333336,0
male,group D,high school,standard,none,regularly,yes,3.0,5 - 10,51,35,35,40.333333333333336,0
male,group E,bachelor's degree,standard,none,sometimes,no,1.0,< 5,97,95,88,93.33333333333333,1
female,group B,associate's degree,standard,completed,regularly,no,2.0,< 5,54,65,71,63.333333333333336,1
female,group C,high school,free/reduced,none,sometimes,yes,3.0,< 5,15,20,30,21.666666666666668,0
female,group B,some college,standard,completed,sometimes,no,3.0,< 5,64,71,76,70.33333333333333,1
female,group D,some college,free/reduced,none,sometimes,yes,3.0,5 - 10,65,76,81,74.0,1
female,group D,some college,standard,none,never,no,,< 5,75,93,88,85.33333333333333,1
female,group C,bachelor's degree,standard,completed,never,yes,1.0,5 - 10,44,41,44,43.0,0
male,group C,some high school,standard,completed,sometimes,no,1.0,5 - 10,88,81,78,82.33333333333333,1
female,group E,high school,standard,none,regularly,no,2.0,> 10,84,84,78,82.0,1
male,,some college,standard,none,sometimes,no,3.0,5 - 10,61,47,44,50.666666666666664,1
female,group C,associate's degree,standard,none,regularly,yes,1.0,< 5,65,69,61,65.0,1
female,,bachelor's degree,standard,none,sometimes,yes,4.0,5 - 10,83,81,78,80.66666666666667,1
female,group C,associate's degree,standard,completed,regularly,no,3.0,> 10,62,64,63,63.0,1
female,group C,,standard,,sometimes,yes,3.0,5 - 10,74,100,100,91.33333333333333,1
male,group C,high school,standard,completed,sometimes,yes,3.0,5 - 10,63,69,63,65.0,1
male,group B,high school,standard,none,regularly,yes,0.0,5 - 10,59,50,42,50.333333333333336,1
male,group D,associate's degree,free/reduced,completed,sometimes,,2.0,5 - 10,69,67,68,68.0,1
female,group C,some high school,free/reduced,completed,never,yes,3.0,> 10,51,73,69,64.33333333333333,1
female,group B,some college,free/reduced,none,sometimes,yes,4.0,5 - 10,66,78,74,72.66666666666667,1
female,group D,some high school,free/reduced,none,never,no,2.0,< 5,47,50,50,49.0,0
male,group E,bachelor's degree,standard,none,regularly,yes,1.0,< 5,84,74,67,75.0,1
male,group B,high school,free/reduced,completed,sometimes,yes,2.0,5 - 10,62,59,55,58.666666666666664,1
male,,high school,free/reduced,none,sometimes,no,2.0,5 - 10,56,50,44,50.0,0
male,group B,bachelor's degree,standard,completed,sometimes,yes,1.0,5 - 10,99,100,98,99.0,1
female,group C,,standard,none,never,yes,2.0,5 - 10,72,83,79,78.0,1
male,group E,some college,standard,none,regularly,,1.0,> 10,56,40,38,44.666666666666664,0
male,group B,high school,standard,none,regularly,yes,4.0,5 - 10,71,53,53,59.0,1
male,group B,some college,standard,completed,regularly,no,3.0,5 - 10,81,86,80,82.33333333333333,1
female,group C,associate's degree,free/reduced,none,sometimes,yes,2.0,< 5,62,78,74,71.33333333333333,1
male,group C,associate's degree,standard,completed,regularly,yes,0.0,< 5,79,78,78,78.33333333333333,1
female,group C,associate's degree,free/reduced,none,regularly,yes,3.0,5 - 10,53,66,60,59.666666666666664,1
female,group D,some high school,standard,completed,regularly,yes,1.0,5 - 10,87,97,96,93.33333333333333,1
female,group C,high school,standard,none,regularly,no,1.0,,60,63,59,60.666666666666664,1
female,group D,some college,standard,completed,sometimes,no,3.0,5 - 10,61,61,69,63.666666666666664,1
male,group B,high school,standard,,regularly,no,1.0,5 - 10,67,65,65,65.66666666666667,1
male,group B,master's degree,standard,none,never,no,3.0,5 - 10,73,73,68,71.33333333333333,1
male,,associate's degree,standard,none,regularly,yes,0.0,5 - 10,58,55,47,53.333333333333336,1
male,group B,some college,free/reduced,completed,sometimes,yes,2.0,5 - 10,55,52,54,53.666666666666664,1
female,group B,some high school,standard,completed,regularly,,3.0,5 - 10,82,100,97,93.0,1
female,,associate's degree,standard,none,never,yes,0.0,< 5,87,95,95,92.33333333333333,1
female,group A,associate's degree,standard,completed,regularly,yes,4.0,> 10,48,55,62,55.0,1
male,group B,some college,standard,none,sometimes,no,4.0,> 10,52,47,47,48.666666666666664,0
male,group E,some high school,standard,completed,sometimes,yes,1.0,5 - 10,89,81,77,82.33333333333333,1
male,group C,associate's degree,standard,completed,regularly,yes,0.0,5 - 10,77,94,89,86.66666666666667,1
female,group C,bachelor's degree,standard,none,regularly,no,2.0,< 5,53,68,66,62.333333333333336,1
female,group B,associate's degree,free/reduced,completed,sometimes,yes,2.0,5 - 10,82,89,93,88.0,1
male,,some high school,standard,none,never,no,1.0,5 - 10,64,66,59,63.0,1
male,,associate's degree,standard,completed,sometimes,no,1.0,< 5,86,95,91,90.66666666666667,1
female,group A,associate's degree,standard,completed,regularly,no,2.0,5 - 10,66,78,77,73.66666666666667,1
female,group E,associate's degree,standard,completed,sometimes,yes,3.0,> 10,84,86,87,85.66666666666667,1
female,group B,master's degree,standard,completed,regularly,yes,2.0,5 - 10,82,96,100,92.66666666666667,1
female,group C,bachelor's degree,standard,completed,sometimes,yes,2.0,5 - 10,90,100,100,96.66666666666667,1
male,group B,some high school,standard,completed,never,yes,1.0,< 5,57,54,54,55.0,1
male,group D,some high school,standard,none,sometimes,no,,< 5,63,66,61,63.333333333333336,1
female,group D,some high school,standard,completed,sometimes,no,,> 10,61,61,72,64.66666666666667,1
male,group C,,standard,none,sometimes,no,4.0,5 - 10,87,77,69,77.66666666666667,1
female,group E,associate's degree,free/reduced,completed,regularly,,3.0,5 - 10,74,74,74,74.0,1
female,group E,,free/reduced,completed,sometimes,yes,1.0,< 5,53,61,54,56.0,1
female,group E,some college,standard,none,sometimes,no,2.0,> 10,96,98,99,97.66666666666667,1
male,group B,some high school,standard,none,sometimes,yes,0.0,< 5,88,75,73,78.66666666666667,1
female,group E,high school,standard,none,sometimes,yes,1.0,5 - 10,81,94,88,87.66666666666667,1
male,group C,master's degree,free/reduced,none,sometimes,yes,1.0,5 - 10,52,45,42,46.333333333333336,0
male,group C,,standard,none,sometimes,yes,1.0,5 - 10,76,69,64,69.66666666666667,1
female,group D,some high school,standard,none,never,yes,,5 - 10,53,65,61,59.666666666666664,1
female,group B,high school,free/reduced,none,never,yes,5.0,< 5,45,57,56,52.666666666666664,1
male,group E,associate's degree,standard,completed,sometimes,yes,,> 10,100,100,100,100.0,1
male,group D,high school,free/reduced,none,sometimes,no,3.0,,79,82,74,78.33333333333333,1
male,group C,bachelor's degree,free/reduced,none,sometimes,yes,3.0,5 - 10,89,78,74,80.33333333333333,1
female,group D,some high school,free/reduced,none,sometimes,no,2.0,< 5,49,59,60,56.0,1
male,group E,some college,standard,none,sometimes,yes,3.0,< 5,90,80,70,80.0,1
female,group C,associate's degree,standard,none,never,no,1.0,5 - 10,60,72,68,66.66666666666667,1
female,group B,master's degree,standard,completed,never,yes,3.0,5 - 10,62,81,79,74.0,1
male,group D,high school,free/reduced,,regularly,yes,0.0,< 5,54,53,50,52.333333333333336,1
female,group C,some college,standard,completed,sometimes,no,1.0,5 - 10,64,82,77,74.33333333333333,1
male,group C,some high school,standard,completed,regularly,yes,1.0,> 10,74,74,73,73.66666666666667,1
male,,high school,free/reduced,none,sometimes,yes,1.0,5 - 10,63,65,51,59.666666666666664,1
male,group E,high school,standard,none,never,no,3.0,< 5,69,73,67,69.66666666666667,1
female,,master's degree,standard,none,sometimes,yes,1.0,< 5,72,77,82,77.0,1
female,group C,associate's degree,free/reduced,none,never,no,,5 - 10,50,59,54,54.333333333333336,1
male,group D,bachelor's degree,standard,completed,sometimes,yes,3.0,> 10,75,56,63,64.66666666666667,1
male,group B,some college,standard,completed,sometimes,yes,2.0,5 - 10,49,38,48,45.0,0
male,group E,high school,standard,completed,regularly,no,2.0,5 - 10,95,93,100,96.0,1
male,group D,high school,standard,none,regularly,yes,3.0,5 - 10,44,50,49,47.666666666666664,0
male,group E,,standard,completed,sometimes,yes,4.0,5 - 10,73,55,64,64.0,1
female,group C,some high school,standard,completed,never,yes,3.0,5 - 10,47,53,54,51.333333333333336,1
female,group D,some college,free/reduced,completed,regularly,yes,2.0,> 10,63,77,79,73.0,1
male,group C,high school,standard,completed,sometimes,yes,2.0,< 5,52,49,46,49.0,0
female,group A,,standard,completed,sometimes,no,2.0,5 - 10,74,79,82,78.33333333333333,1
female,,high school,free/reduced,none,regularly,yes,3.0,> 10,65,63,69,65.66666666666667,1
female,group D,some college,standard,completed,never,yes,3.0,5 - 10,81,93,97,90.33333333333333,1
female,group D,bachelor's degree,standard,none,sometimes,no,3.0,5 - 10,77,87,87,83.66666666666667,1
female,group E,bachelor's degree,free/reduced,none,sometimes,yes,2.0,5 - 10,69,69,74,70.66666666666667,1
female,group C,some college,free/reduced,completed,sometimes,no,3.0,> 10,70,86,86,80.66666666666667,1
male,group C,high school,free/reduced,none,sometimes,yes,0.0,5 - 10,60,67,57,61.333333333333336,1
male,group A,,standard,none,sometimes,yes,2.0,< 5,64,60,55,59.666666666666664,1
male,group C,associate's degree,standard,completed,sometimes,no,2.0,5 - 10,77,74,77,76.0,1
male,group D,high school,standard,none,regularly,yes,0.0,5 - 10,78,72,73,74.33333333333333,1
female,group C,bachelor's degree,standard,none,regularly,no,2.0,5 - 10,93,100,97,96.66666666666667,1
male,,bachelor's degree,standard,none,sometimes,yes,1.0,5 - 10,70,62,62,64.66666666666667,1
female,group E,associate's degree,free/reduced,completed,regularly,no,5.0,> 10,62,66,66,64.66666666666667,1
male,group E,master's degree,standard,completed,never,yes,2.0,5 - 10,92,88,89,89.66666666666667,1
male,,bachelor's degree,free/reduced,none,regularly,yes,0.0,< 5,74,70,69,71.0,1
male,group B,bachelor's degree,standard,none,sometimes,yes,2.0,> 10,93,89,84,88.66666666666667,1
male,group A,high school,standard,none,sometimes,yes,2.0,5 - 10,42,47,41,43.333333333333336,0
male,group D,some high school,standard,completed,regularly,yes,3.0,> 10,100,87,85,90.66666666666667,1
male,group B,high school,standard,none,never,no,3.0,5 - 10,60,64,57,60.333333333333336,1
male,group B,master's degree,standard,none,regularly,yes,4.0,5 - 10,55,53,49,52.333333333333336,1
male,group C,associate's degree,standard,none,sometimes,yes,4.0,5 - 10,78,73,75,75.33333333333333,1
female,group D,master's degree,free/reduced,none,sometimes,no,1.0,5 - 10,87,100,100,95.66666666666667,1
female,group C,some college,standard,none,sometimes,no,1.0,5 - 10,47,61,59,55.666666666666664,1
